direction,hbm_kind,selection,status,error,bytes,gib,setup_us,hbm_alloc_us,memfd_mmap_us,acl_malloc_host_us,pinned_pool_alloc_us,pretouch_us,mlock_us,madvise_us,register_us,unregister_us,warmup_us,hot_avg_us,hot_min_us,hot_max_us,hot_submit_us,hot_wait_us,hot_cpu_copy_us,hot_avg_gib_s,hot_min_gib_s,hot_max_gib_s,warmups,repeats,v2_flags,mmap_kind,used_mlock,used_thp,used_hugetlb,used_pinned_staging,anon_huge_kb,shmem_pmd_mapped_kb,file_pmd_mapped_kb,kernel_page_kb,mmu_page_kb,verified
h2d,normal,memfd_thp,ok,"",1073741824,1.000000,34589.456000,764.895000,19.420000,0.000000,0.000000,29535.865000,0.000000,2.680000,0.000000,0.000000,18025.407000,17850.109333,17792.085000,17888.966000,17773.842333,74.113667,0.000000,56.022066,55.900380,56.204767,1,3,0x0,memfd,false,true,false,false,0,1048576,0,4,4,true
h2d,normal,acl_malloc_host_dma_hbm,ok,"",1073741824,1.000000,56529.596000,508.363000,0.000000,14285.225000,0.000000,41726.988000,0.000000,0.000000,0.000000,0.000000,17694.666000,17723.122000,17684.055000,17756.536000,265.031667,17455.303667,0.000000,56.423468,56.317291,56.548116,1,3,0x0,aclrtMallocHost,false,false,false,false,0,0,0,0,0,true
